project,unit_type,unit_no
KGV3,SENNA,K3/33
KGV3,SENNA,K3/35
KGV3,SENNA,K3/36
KGV3,SENNA,K3/37
KGV3,SENNA,K3/5
KGV3,SENNA,K3/6
KGV3,SENNA,K3/7
KGV3,SENNA,K3/8
KGV3,SENNA,K3/9
KGV3,SENNA,L1/1
KGV3,SENNA,L1/10
KGV3,SENNA,L1/11
KGV3,SENNA,L1/12
KGV3,SENNA,L1/15
KGV3,SENNA,L1/16
KGV3,SENNA,L1/17
KGV3,SENNA,L1/18
KGV3,SENNA,L1/19
KGV3,SENNA,L1/2
KGV3,SENNA,L1/20
KGV3,SENNA,L1/21
KGV3,SENNA,L1/22
KGV3,SENNA,L1/23
KGV3,SENNA,L1/25
KGV3,SENNA,L1/26
KGV3,SENNA,L1/27
KGV3,SENNA,L1/28
KGV3,SENNA,L1/29
KGV3,SENNA,L1/3
KGV3,SENNA,L1/30
KGV3,SENNA,L1/31
KGV3,SENNA,L1/32
KGV3,SENNA,L1/5
KGV3,SENNA,L1/6
KGV3,SENNA,L1/7
KGV3,SENNA,L1/8
KGV3,SENNA,L1/9
KGV3,SENNA,L2/1
KGV3,SENNA,L2/10
KGV3,SENNA,L2/11
KGV3,SENNA,L2/12
KGV3,SENNA,L2/15
KGV3,SENNA,L2/16
KGV3,SENNA,L2/17
KGV3,SENNA,L2/18
KGV3,SENNA,L2/19
KGV3,SENNA,L2/2
KGV3,SENNA,L2/20
KGV3,SENNA,L2/21
KGV3,SENNA,L2/22
KGV3,SENNA,L2/23
KGV3,SENNA,L2/25
KGV3,SENNA,L2/26
KGV3,SENNA,L2/27
KGV3,SENNA,L2/28
KGV3,SENNA,L2/29
KGV3,SENNA,L2/3
KGV3,SENNA,L2/30
KGV3,SENNA,L2/31
KGV3,SENNA,L2/32
KGV3,SENNA,L2/33
KGV3,SENNA,L2/5
KGV3,SENNA,L2/6
KGV3,SENNA,L2/7
KGV3,SENNA,L2/8
KGV3,SENNA,L2/9
KGV3,SENNA,M1/1
KGV3,SENNA,M1/10
KGV3,SENNA,M1/11
KGV3,SENNA,M1/12
KGV3,SENNA,M1/15
KGV3,SENNA,M1/16
KGV3,SENNA,M1/17
KGV3,SENNA,M1/18
KGV3,SENNA,M1/19
KGV3,SENNA,M1/2
KGV3,SENNA,M1/20
KGV3,SENNA,M1/21
KGV3,SENNA,M1/22
KGV3,SENNA,M1/23
KGV3,SENNA,M1/25
KGV3,SENNA,M1/26
KGV3,SENNA,M1/27
KGV3,SENNA,M1/28
KGV3,SENNA,M1/3
KGV3,SENNA,M1/5
KGV3,SENNA,M1/6
KGV3,SENNA,M1/7
KGV3,SENNA,M1/8
KGV3,SENNA,M1/9
KGV3,TIPE-1,A/1
KGV3,TIPE-1,A/10
KGV3,TIPE-1,A/11
KGV3,TIPE-1,A/12
KGV3,TIPE-1,A/15
KGV3,TIPE-1,A/16
KGV3,TIPE-1,A/17
KGV3,TIPE-1,A/18
KGV3,TIPE-1,A/19
KGV3,TIPE-1,A/2
KGV3,TIPE-1,A/20
KGV3,TIPE-1,A/3
KGV3,TIPE-1,A/5
KGV3,TIPE-1,A/6
KGV3,TIPE-1,A/7
KGV3,TIPE-1,A/8
KGV3,TIPE-1,A/9
KGV3,TIPE-1,C/1
KGV3,TIPE-1,C/10
KGV3,TIPE-1,C/11
KGV3,TIPE-1,C/12
KGV3,TIPE-1,C/16
KGV3,TIPE-1,C/17
KGV3,TIPE-1,C/18
KGV3,TIPE-1,C/19
KGV3,TIPE-1,C/2
KGV3,TIPE-1,C/20
KGV3,TIPE-1,C/21
KGV3,TIPE-1,C/22
KGV3,TIPE-1,C/23
KGV3,TIPE-1,C/25
KGV3,TIPE-1,C/26
KGV3,TIPE-1,C/27
KGV3,TIPE-1,C/28
KGV3,TIPE-1,C/29
KGV3,TIPE-1,C/3
KGV3,TIPE-1,C/30
KGV3,TIPE-1,C/31
KGV3,TIPE-1,C/32
KGV3,TIPE-1,C/33
KGV3,TIPE-1,C/35
KGV3,TIPE-1,C/36
KGV3,TIPE-1,C/37
KGV3,TIPE-1,C/38
KGV3,TIPE-1,C/39
KGV3,TIPE-1,C/5
KGV3,TIPE-1,C/6
KGV3,TIPE-1,C/7
KGV3,TIPE-1,C/8
KGV3,TIPE-1,C/9
KGV3,TIPE-1,D/1
KGV3,TIPE-1,D/10
KGV3,TIPE-1,D/11
KGV3,TIPE-1,D/12
KGV3,TIPE-1,D/15
KGV3,TIPE-1,D/16
KGV3,TIPE-1,D/17
KGV3,TIPE-1,D/18
KGV3,TIPE-1,D/19
KGV3,TIPE-1,D/2
KGV3,TIPE-1,D/20
KGV3,TIPE-1,D/21
KGV3,TIPE-1,D/22
KGV3,TIPE-1,D/23
KGV3,TIPE-1,D/25
KGV3,TIPE-1,D/26
KGV3,TIPE-1,D/27
KGV3,TIPE-1,D/28
KGV3,TIPE-1,D/29
KGV3,TIPE-1,D/3
KGV3,TIPE-1,D/30
KGV3,TIPE-1,D/31
KGV3,TIPE-1,D/32
KGV3,TIPE-1,D/33
KGV3,TIPE-1,D/35
KGV3,TIPE-1,D/5
KGV3,TIPE-1,D/6
KGV3,TIPE-1,D/7
KGV3,TIPE-1,D/8
KGV3,TIPE-1,D/9
KGV3,TIPE-1,E/1
KGV3,TIPE-1,E/10
KGV3,TIPE-1,E/11
KGV3,TIPE-1,E/12
KGV3,TIPE-1,E/15
KGV3,TIPE-1,E/16
KGV3,TIPE-1,E/17
KGV3,TIPE-1,E/18
KGV3,TIPE-1,E/19
KGV3,TIPE-1,E/2
KGV3,TIPE-1,E/20
KGV3,TIPE-1,E/21
KGV3,TIPE-1,E/22
KGV3,TIPE-1,E/23
KGV3,TIPE-1,E/25
KGV3,TIPE-1,E/26
KGV3,TIPE-1,E/27
KGV3,TIPE-1,E/28
KGV3,TIPE-1,E/29
KGV3,TIPE-1,E/3
KGV3,TIPE-1,E/30
KGV3,TIPE-1,E/31
KGV3,TIPE-1,E/32
KGV3,TIPE-1,E/33
KGV3,TIPE-1,E/35
KGV3,TIPE-1,E/5
KGV3,TIPE-1,E/6
KGV3,TIPE-1,E/7
KGV3,TIPE-1,E/8
KGV3,TIPE-1,E/9
KGV3,TIPE-1,F/1
KGV3,TIPE-1,F/10
KGV3,TIPE-1,F/11
KGV3,TIPE-1,F/12
KGV3,TIPE-1,F/15
KGV3,TIPE-1,F/16
KGV3,TIPE-1,F/17
KGV3,TIPE-1,F/18
KGV3,TIPE-1,F/19
KGV3,TIPE-1,F/2
KGV3,TIPE-1,F/20
KGV3,TIPE-1,F/3
KGV3,TIPE-1,F/5
KGV3,TIPE-1,F/6
KGV3,TIPE-1,F/7
KGV3,TIPE-1,F/8
KGV3,TIPE-1,F/9
KGV3,TIPE-1,G/1
KGV3,TIPE-1,G/10
KGV3,TIPE-1,G/11
KGV3,TIPE-1,G/12
KGV3,TIPE-1,G/15
KGV3,TIPE-1,G/16
KGV3,TIPE-1,G/17
KGV3,TIPE-1,G/18
KGV3,TIPE-1,G/19
KGV3,TIPE-1,G/2
KGV3,TIPE-1,G/20
KGV3,TIPE-1,G/21
KGV3,TIPE-1,G/22
KGV3,TIPE-1,G/23
KGV3,TIPE-1,G/25
KGV3,TIPE-1,G/26
KGV3,TIPE-1,G/27
KGV3,TIPE-1,G/28
KGV3,TIPE-1,G/29
KGV3,TIPE-1,G/3
KGV3,TIPE-1,G/30
KGV3,TIPE-1,G/31
KGV3,TIPE-1,G/32
KGV3,TIPE-1,G/33
KGV3,TIPE-1,G/35
KGV3,TIPE-1,G/5
KGV3,TIPE-1,G/6
KGV3,TIPE-1,G/7
KGV3,TIPE-1,G/8
KGV3,TIPE-1,G/9
KGV3,TIPE-1,H/1
KGV3,TIPE-1,H/10
KGV3,TIPE-1,H/11
KGV3,TIPE-1,H/12
KGV3,TIPE-1,H/15
KGV3,TIPE-1,H/16
KGV3,TIPE-1,H/17
KGV3,TIPE-1,H/18
KGV3,TIPE-1,H/19
KGV3,TIPE-1,H/2
KGV3,TIPE-1,H/20
KGV3,TIPE-1,H/21
KGV3,TIPE-1,H/22
KGV3,TIPE-1,H/23
KGV3,TIPE-1,H/25
KGV3,TIPE-1,H/26
KGV3,TIPE-1,H/27
KGV3,TIPE-1,H/28
KGV3,TIPE-1,H/29
KGV3,TIPE-1,H/3
KGV3,TIPE-1,H/30
KGV3,TIPE-1,H/31
KGV3,TIPE-1,H/32
KGV3,TIPE-1,H/33
KGV3,TIPE-1,H/35
KGV3,TIPE-1,H/5
KGV3,TIPE-1,H/6
KGV3,TIPE-1,H/7
KGV3,TIPE-1,H/8
KGV3,TIPE-1,H/9
KGV3,TIPE-1,I/1
KGV3,TIPE-1,I/10
KGV3,TIPE-1,I/11
KGV3,TIPE-1,I/12
KGV3,TIPE-1,I/15
KGV3,TIPE-1,I/16
KGV3,TIPE-1,I/17
KGV3,TIPE-1,I/18
KGV3,TIPE-1,I/19
KGV3,TIPE-1,I/2
KGV3,TIPE-1,I/20
KGV3,TIPE-1,I/21
KGV3,TIPE-1,I/22
KGV3,TIPE-1,I/23
KGV3,TIPE-1,I/25
KGV3,TIPE-1,I/26
KGV3,TIPE-1,I/27
KGV3,TIPE-1,I/28
KGV3,TIPE-1,I/29
KGV3,TIPE-1,I/3
KGV3,TIPE-1,I/30
KGV3,TIPE-1,I/31
KGV3,TIPE-1,I/32
KGV3,TIPE-1,I/33
KGV3,TIPE-1,I/35
KGV3,TIPE-1,I/5
KGV3,TIPE-1,I/6
KGV3,TIPE-1,I/7
KGV3,TIPE-1,I/8
KGV3,TIPE-1,I/9
KGV3,TIPE-1,J/1
KGV3,TIPE-1,J/10
KGV3,TIPE-1,J/11
KGV3,TIPE-1,J/12
KGV3,TIPE-1,J/15
KGV3,TIPE-1,J/16
KGV3,TIPE-1,J/17
KGV3,TIPE-1,J/18
KGV3,TIPE-1,J/19
KGV3,TIPE-1,J/2
KGV3,TIPE-1,J/20
KGV3,TIPE-1,J/21
KGV3,TIPE-1,J/22
KGV3,TIPE-1,J/23
KGV3,TIPE-1,J/25
KGV3,TIPE-1,J/26
KGV3,TIPE-1,J/27
KGV3,TIPE-1,J/28
KGV3,TIPE-1,J/29
KGV3,TIPE-1,J/3
KGV3,TIPE-1,J/30
KGV3,TIPE-1,J/31
KGV3,TIPE-1,J/32
KGV3,TIPE-1,J/5
KGV3,TIPE-1,J/6
KGV3,TIPE-1,J/7
KGV3,TIPE-1,J/8
KGV3,TIPE-1,J/9
KGV3,TIPE-1,K/1
KGV3,TIPE-1,K/10
KGV3,TIPE-1,K/11
KGV3,TIPE-1,K/12
KGV3,TIPE-1,K/15
KGV3,TIPE-1,K/16
KGV3,TIPE-1,K/17
KGV3,TIPE-1,K/18
KGV3,TIPE-1,K/19
KGV3,TIPE-1,K/2
KGV3,TIPE-1,K/20
KGV3,TIPE-1,K/21
KGV3,TIPE-1,K/22
KGV3,TIPE-1,K/23
KGV3,TIPE-1,K/3
KGV3,TIPE-1,K/5
KGV3,TIPE-1,K/6
KGV3,TIPE-1,K/7
KGV3,TIPE-1,K/8
KGV3,TIPE-1,K/9
KGV3,TIPE-1,L/10
KGV3,TIPE-1,L/11
KGV3,TIPE-1,L/12
KGV3,TIPE-1,L/15
KGV3,TIPE-1,L/16
KGV3,TIPE-1,L/17
KGV3,TIPE-1,L/9
KGV3,TIPE-1,M/17
KGV3,TIPE-1,M/18
KGV3,TIPE-1,M/19
KGV3,TIPE-1,M/20
KGV3,TIPE-1,M/21
KGV3,TIPE-1,M/22
KGV3,TIPE-1,M/23
KGV3,TIPE-1,M/25
KGV3,TIPE-1,M/26
KGV3,TIPE-1,M/27
KGV3,TIPE-1,M/28
KGV3,TIPE-1,M/29
KGV3,TIPE-1,M/30
KGV3,TIPE-1,M/31
KGV3,TIPE-1,M/32
KGV3,TIPE-1,M/33
KGV3,TIPE-1,M/35
KGV3,TIPE-1,N/1
KGV3,TIPE-1,N/2
KGV3,TIPE-1,N/3
KGV3,TIPE-1,N/5
KGV3,TIPE-1,N/6
KGV3,TIPE-1,N/7
KGV3,TIPE-1,N/8
KGV3,TIPE-1,O/1
KGV3,TIPE-1,O/2
KGV3,TIPE-2A,B/11
KGV3,TIPE-2A,B/12
KGV3,TIPE-2A,B/15
KGV3,TIPE-2A,B/16
KGV3,TIPE-2A,B/17
KGV3,TIPE-2A,B/18
KGV3,TIPE-2A,B/19
KGV3,TIPE-2A,B/20
KGV3,TIPE-2A,B/21
KGV3,TIPE-2A,B/22
KGV3,TIPE-2A,B/23
KGV3,TIPE-2A,B/25
KGV3,TIPE-2A,B/26
KGV3,TIPE-2A,B/27
KGV3,TIPE-2A,B/28
KGV3,TIPE-2A,B/29
KGV3,TIPE-2A,B/30
KGV3,TIPE-2A,C/1
KGV3,TIPE-2A,C/12
KGV3,TIPE-2A,C/15
KGV3,TIPE-2A,C/16
KGV3,TIPE-2A,C/17
KGV3,TIPE-2A,C/18
KGV3,TIPE-2A,C/19
KGV3,TIPE-2A,C/2
KGV3,TIPE-2A,C/20
KGV3,TIPE-2A,C/21
KGV3,TIPE-2A,C/22
KGV3,TIPE-2A,C/23
KGV3,TIPE-2A,C/25
KGV3,TIPE-2A,C/26
KGV3,TIPE-2A,C/27
KGV3,TIPE-2A,C/28
KGV3,TIPE-2A,C/29
KGV3,TIPE-2A,C/3
KGV3,TIPE-2A,C/30
KGV3,TIPE-2A,C/31
KGV3,TIPE-2A,C/32
KGV3,TIPE-2A,C/5
KGV3,TIPE-2A,C/6
KGV3,TIPE-2A,C/7
KGV3,TIPE-2A,C/8
KGV3,TIPE-2A,D/1
KGV3,TIPE-2A,D/2
KGV3,TIPE-2A,D/3
KGV3,TIPE-2A,D/5
KGV3,TIPE-2A,D/6
KGV3,TIPE-2A,F/10
KGV3,TIPE-2A,F/11
KGV3,TIPE-2A,F/12
KGV3,TIPE-2A,F/15
KGV3,TIPE-2A,F/16
KGV3,TIPE-2A,F/17
KGV3,TIPE-2A,F/18
KGV3,TIPE-2A,F/19
KGV3,TIPE-2A,F/20
KGV3,TIPE-2A,F/21
KGV3,TIPE-2A,F/22
KGV3,TIPE-2A,F/23
KGV3,TIPE-2A,F/25
KGV3,TIPE-2A,F/26
KGV3,TIPE-2A,F/27
KGV3,TIPE-2A,F/28
KGV3,TIPE-2A,F/29
KGV3,TIPE-2A,F/30
KGV3,TIPE-2A,F/31
KGV3,TIPE-2A,F/32
KGV3,TIPE-2A,F/33
KGV3,TIPE-2A,F/35
KGV3,TIPE-2A,F/36
KGV3,TIPE-2A,F/37
KGV3,TIPE-2A,F/38
KGV3,TIPE-2A,F/9
KGV3,TIPE-2A,H/1
KGV3,TIPE-2A,H/2
KGV3,TIPE-2A,H/3
KGV3,TIPE-2A,H/5
KGV3,TIPE-2A,H/6
KGV3,TIPE-2A,K/1
KGV3,TIPE-2A,K/10
KGV3,TIPE-2A,K/2
KGV3,TIPE-2A,K/3
KGV3,TIPE-2A,K/5
KGV3,TIPE-2A,K/6
KGV3,TIPE-2A,K/7
KGV3,TIPE-2A,K/8
KGV3,TIPE-2A,K/9
KGV3,TIPE-2A,L/1
KGV3,TIPE-2A,L/19
KGV3,TIPE-2A,L/2
KGV3,TIPE-2A,L/20
KGV3,TIPE-2A,L/21
KGV3,TIPE-2A,L/22
KGV3,TIPE-2A,L/23
KGV3,TIPE-2A,L/25
KGV3,TIPE-2A,L/26
KGV3,TIPE-2A,L/27
KGV3,TIPE-2A,L/28
KGV3,TIPE-2A,L/3
KGV3,TIPE-2A,L/5
KGV3,TIPE-2A,L/6
KGV3,TIPE-2A,L/7
KGV3,TIPE-2A,L/8
KGV3,TIPE-2A,L/9
KGV3,TIPE-2A,M/1
KGV3,TIPE-2A,M/10
KGV3,TIPE-2A,M/11
KGV3,TIPE-2A,M/12
KGV3,TIPE-2A,M/15
KGV3,TIPE-2A,M/16
KGV3,TIPE-2A,M/2
KGV3,TIPE-2A,M/3
KGV3,TIPE-2A,M/5
KGV3,TIPE-2A,M/6
KGV3,TIPE-2A,M/7
KGV3,TIPE-2A,M/8
KGV3,TIPE-2A,M/9
KGV3,TIPE-2B,A/1
KGV3,TIPE-2B,A/16
KGV3,TIPE-2B,A/17
KGV3,TIPE-2B,A/18
KGV3,TIPE-2B,A/19
KGV3,TIPE-2B,A/2
KGV3,TIPE-2B,A/20
KGV3,TIPE-2B,A/21
KGV3,TIPE-2B,A/22
KGV3,TIPE-2B,A/23
KGV3,TIPE-2B,A/25
KGV3,TIPE-2B,A/26
KGV3,TIPE-2B,A/27
KGV3,TIPE-2B,A/28
KGV3,TIPE-2B,A/29
KGV3,TIPE-2B,A/3
KGV3,TIPE-2B,A/30
KGV3,TIPE-2B,A/31
KGV3,TIPE-2B,A/32
KGV3,TIPE-2B,A/33
KGV3,TIPE-2B,A/5
KGV3,TIPE-2B,A/6
KGV3,TIPE-2B,A/7
KGV3,TIPE-2B,A/8
KGV3,TIPE-2B,A/9
KGV3,TIPE-2B,B/1
KGV3,TIPE-2B,B/10
KGV3,TIPE-2B,B/11
KGV3,TIPE-2B,B/12
KGV3,TIPE-2B,B/15
KGV3,TIPE-2B,B/16
KGV3,TIPE-2B,B/17
KGV3,TIPE-2B,B/18
KGV3,TIPE-2B,B/19
KGV3,TIPE-2B,B/2
KGV3,TIPE-2B,B/20
KGV3,TIPE-2B,B/21
KGV3,TIPE-2B,B/22
KGV3,TIPE-2B,B/23
KGV3,TIPE-2B,B/25
KGV3,TIPE-2B,B/26
KGV3,TIPE-2B,B/27
KGV3,TIPE-2B,B/28
KGV3,TIPE-2B,B/29
KGV3,TIPE-2B,B/3
KGV3,TIPE-2B,B/30
KGV3,TIPE-2B,B/31
KGV3,TIPE-2B,B/32
KGV3,TIPE-2B,B/33
KGV3,TIPE-2B,B/35
KGV3,TIPE-2B,B/36
KGV3,TIPE-2B,B/37
KGV3,TIPE-2B,B/5
KGV3,TIPE-2B,B/6
KGV3,TIPE-2B,B/7
KGV3,TIPE-2B,B/8
KGV3,TIPE-2B,B/9
KGV3,TIPE-2B,C/1
KGV3,TIPE-2B,C/10
KGV3,TIPE-2B,C/11
KGV3,TIPE-2B,C/12
KGV3,TIPE-2B,C/15
KGV3,TIPE-2B,C/16
KGV3,TIPE-2B,C/17
KGV3,TIPE-2B,C/18
KGV3,TIPE-2B,C/19
KGV3,TIPE-2B,C/2
KGV3,TIPE-2B,C/20
KGV3,TIPE-2B,C/3
KGV3,TIPE-2B,C/5
KGV3,TIPE-2B,C/6
KGV3,TIPE-2B,C/7
KGV3,TIPE-2B,C/8
KGV3,TIPE-2B,C/9
KGV3,TIPE-2B,F/1
KGV3,TIPE-2B,F/10
KGV3,TIPE-2B,F/11
KGV3,TIPE-2B,F/12
KGV3,TIPE-2B,F/15
KGV3,TIPE-2B,F/16
KGV3,TIPE-2B,F/17
KGV3,TIPE-2B,F/18
KGV3,TIPE-2B,F/2
KGV3,TIPE-2B,F/3
KGV3,TIPE-2B,F/5
KGV3,TIPE-2B,F/6
KGV3,TIPE-2B,F/7
KGV3,TIPE-2B,F/8
KGV3,TIPE-2B,F/9
KGV3,TIPE-3,A/1
KGV3,TIPE-3,A/10
KGV3,TIPE-3,A/11
KGV3,TIPE-3,A/12
KGV3,TIPE-3,A/15
KGV3,TIPE-3,A/16
KGV3,TIPE-3,A/2
KGV3,TIPE-3,A/3
KGV3,TIPE-3,A/5
KGV3,TIPE-3,A/6
KGV3,TIPE-3,A/7
KGV3,TIPE-3,A/8
KGV3,TIPE-3,A/9
KGV3,TIPE-3,B/1
KGV3,TIPE-3,B/10
KGV3,TIPE-3,B/11
KGV3,TIPE-3,B/12
KGV3,TIPE-3,B/15
KGV3,TIPE-3,B/16
KGV3,TIPE-3,B/17
KGV3,TIPE-3,B/2
KGV3,TIPE-3,B/3
KGV3,TIPE-3,B/5
KGV3,TIPE-3,B/6
KGV3,TIPE-3,B/7
KGV3,TIPE-3,B/8
KGV3,TIPE-3,B/9
KGV3,TIPE-3,C/1
KGV3,TIPE-3,C/10
KGV3,TIPE-3,C/11
KGV3,TIPE-3,C/12
KGV3,TIPE-3,C/15
KGV3,TIPE-3,C/2
KGV3,TIPE-3,C/3
KGV3,TIPE-3,C/5
KGV3,TIPE-3,C/6
KGV3,TIPE-3,C/7
KGV3,TIPE-3,C/8
KGV3,TIPE-3,C/9
